,labels,responses
4790,NOT_SARCASM,level stupidity mean slurping POTUS thing announcing lies FACTS that's DJT laughs
4791,NOT_SARCASM,stage guy kissing daughter putting chin
4792,NOT_SARCASM,blood fallen heroes pot feed fat families
4793,NOT_SARCASM,good people following daily routine & making excuses & waiting fix debacle
4794,NOT_SARCASM,Facts evidence mean absolutely tRumps cult Boy shocked tRump GOP take away healthcare
4795,NOT_SARCASM,Demi old work full Time don't time got sold tv faulty drag family store high wycombe tomorrow
4796,NOT_SARCASM,Shouldn't governing Hahahahahahahahahahahahahaha That's hilarious forgot part executive time know sit pajamas eating triple bacon omelet screaming cable news programs
4797,NOT_SARCASM,Yeahhhhhh keep defending & cheering criminal corrupt Republicans work big oil big pharma overpaid corporate CEO's & Wall Street donors #CantFixStupid
4798,NOT_SARCASM,think truly media inner circle campaign staff room
4799,NOT_SARCASM,pls make happen Cole won't mo
4800,NOT_SARCASM,Akili lazy kid ... least Ki-jana got hurt ...
4801,NOT_SARCASM,reverent Novus Ordo Masses I'm familiar Basilica Sacred Heart University Notre Dame Christmas Eve attended Mass SoCal sacred music 2 electric guitars & drum set
4802,NOT_SARCASM,judging photo #45 white shorts rear end big #KimKardashian s
4803,NOT_SARCASM,Reproductive freedom That's murderers mentally accept murdering innocent child couldn't responsible practice safe sex alway zero accountability left excuses reasons justified murderer
4804,NOT_SARCASM,desperate attention sponge begs twitter blocks random strangers
4805,NOT_SARCASM,true waste taxpayer money ... #bot bot
4806,NOT_SARCASM,sorry family John Deere fine American company sort #IMPOTUS help grow Look actually done
4807,NOT_SARCASM,making America attribute God Donald Trump forgot add America end ... God bless America tweets God America
4808,NOT_SARCASM,shitty bot family friends
4809,NOT_SARCASM,I've got horse race
4810,NOT_SARCASM,Afraid Joe Sorry Donnie-You won't interfere time Democrats Americans Loyal Americans pick Democratic Party nominee
4811,NOT_SARCASM,yeah end long & complicated didn't & rewarding w junk food car ( know know ) commute home ...
4812,NOT_SARCASM,flight G8 403 BNG-INDORE cancelled 12 hours departure reason mentioned CST option sir alternate flight provided book alternate flights cost ROCKS #savedtheday #notsogoair
4813,NOT_SARCASM,re public press : bugs could've solved update queen yes unprecedented happened diana charles & camilla william & kate #stilldisappointed
4814,NOT_SARCASM,people probably struggled donate wanted leave style
4815,NOT_SARCASM,don't realize economy good regulations removed banking environment
4816,NOT_SARCASM,think Bibiana's Donald ... Forever long time
4817,NOT_SARCASM,Based podcast expected 100 % Laureano ownership
4818,NOT_SARCASM,Phil you've done substance Governor You've sat idly Vermonters continue struggle
4819,NOT_SARCASM,Pepsi's longer believe wind knocked post burst impact
4820,NOT_SARCASM,phone says 5G today getting 4G speeds #TMobile
4821,NOT_SARCASM,serious tweet take difference HS college That's disappointing coming athletic training program I've worked HS collegiate ( Division II ) professional sports
4822,NOT_SARCASM,second person possessive adjective describe belonging followed noun gerund You're contraction paid attention class know
4823,NOT_SARCASM,pen letter ; watch party protests Pens Cause Climate Change marches ... stories read children drag queens eeevil #Drumph
4824,NOT_SARCASM,Yeah Research can't Rewrite History big part Run He's done BW Dont Freak I'm Vote Boring Old Activist want.Dont #VoteLikeBackWomen
4825,NOT_SARCASM,Trying hardest conjure nonsense avoid dealing w fact DearLeader lied #TrumpCult
4826,NOT_SARCASM,Today died I'm going trash raised speak ill dead TED talk
4827,NOT_SARCASM,It's called puberty hasn't
4828,NOT_SARCASM,overall horrible experience flying SGP Firstly CCU ppl lied saying wont charge currency fault POS didn't work 2ndly insensitive rude unprofessional man Transit Changi airport
4829,NOT_SARCASM,way wanted James win
4830,NOT_SARCASM,Bidens Rest Democratic Party #GOP #PartyOfLincoln #Democrats
4831,NOT_SARCASM,paying tax requirement remove vote retired types poor excuses working classes women past keep vote restricted Didn't family involved chartists
4832,NOT_SARCASM,V r waitng 4 soltn Sandeep calls wid ur team b Kochi 18th Jan cn reach Kochi 21st Jan full refund alternative flight nt solutn #ActNow #CustomerExperience
4833,NOT_SARCASM,History fan deflects can't dispute fact summary failed life laid
4834,NOT_SARCASM,Word count means total number words comprise language living language adds ( creates ) new words constantly spent time teaching trolling
4835,NOT_SARCASM,45 retweeting loving Van
4836,NOT_SARCASM,Give saying knows goes relationship marriage two people wouldn't vote fine husband 95 % RepubliCONS did & & THAT's rub good people
4837,NOT_SARCASM,Trump cares military daddy dollars dodge draft 5 times
4838,NOT_SARCASM,know ... married guy money obviously married money right piece work lefties willing assume believe goes narrative post comment pure ignorance
4839,NOT_SARCASM,Enjoy journey #songs #hopeful ; Journey CLICK Thanks
4840,NOT_SARCASM,look silence boredom privacy loneliness mean i'd venture say silence privacy needs #Wise ️ #WowOwLWriTer SanTé #Intelligence Yes
4841,NOT_SARCASM,think least 2-3 love stab Trump back Plus half dozen don't courage God gave startled hen defend small kids suspect dozen corrupt #Dems & care CYA thing That's improved opinion 2016
4842,NOT_SARCASM,pretty bad move pretty bad
4843,NOT_SARCASM,probably crying twitter going merry way chief Don't Twitter supposed #pathetic
4844,NOT_SARCASM,cut orange Kool-Aid makes delusional
4845,NOT_SARCASM,Omg hahaha think got noticed Mika find it's bunch oldies wilding gifs
4846,NOT_SARCASM,Um That's exactly accusing Warren did calling kettle black Regardless Warren's choice & mind GOP talking points put Warren
4847,NOT_SARCASM,parties done fair share gerrymandering Republicans did places PAST DECADE 2010 Republicans took control nearly major swing state ... issue Dems lost
4848,NOT_SARCASM,Obviously didn't take advantage free education offered military
4849,NOT_SARCASM,Sadly Democrats Bunch Psychopaths 160 Years Ago #GOP #PartyOfLincoln #Democrats
4850,NOT_SARCASM,students hate
4851,NOT_SARCASM,... Hunter Biden Ivanka It's actual role White House ... oh wait ... it's DJTJ scoring daddy ... oh wait mind ‍ ️ talk Hunter #TrumpKnew #ImpeachmentTrial
4852,NOT_SARCASM,say don't CARE breaks law cult members You'll believe you've trained MSM press enemy people that's DICTATORS & AUTOCRATS #TrumpKnew
4853,NOT_SARCASM,half female body clicking link sure offended female body #snowflake
4854,NOT_SARCASM,team thanks call short RESOLUTION prob hand #media #news #customersatisfaction action
4855,NOT_SARCASM,Oh dear ... Daily Mail lot answer People Sheila cared indoctrinated garbage designed frighten confuse People Sheila incapable finding facts e g UK control borders
4856,NOT_SARCASM,Sweetie I'm USA happens regular Literally witnessed mother worked program 30 years lot red states poorest communities program grew vote republican
4857,NOT_SARCASM,That's true Mike statewide journalist read work You're trolling point
4858,NOT_SARCASM,guys disappointingly wasted time phone today joy #Cuvva daughter short term insurance car #CX
4859,NOT_SARCASM,needs things skirting congress
4860,NOT_SARCASM,Looks triggered truth facts don't register people sadly believe debunked conspiracy theories & lies conjured corrupt politicians DNC Media makes feel better
4861,NOT_SARCASM,isn't cross party policy posters place Sorry Green Party can't manage internally there's hope governance argument ‘ too'holds water Lead example
4862,NOT_SARCASM,Probably Fox Breitbart Washington Examiner Narrow minded ill informed can't think
4863,NOT_SARCASM,Nah don't believe holding people accountable agree politically
4864,NOT_SARCASM,Tragically Democrats Hysterical Control Freak Drama Queens 160 Years Ago #GOP #PartyOfLincoln
4865,NOT_SARCASM,sorry blind deaf KNOW lost hearing ( dignity ) listening cult leader Faux News Republicans
4866,NOT_SARCASM,Lmao y'all better
4867,NOT_SARCASM,Dementia full display thinks he's relating common man
4868,NOT_SARCASM,row fact haven't bought Vancouver tix got row 6 WA row
4869,NOT_SARCASM,LMAO you're joke think relevant point
4870,NOT_SARCASM,better derive pleasure deliberately shaming covert Achilles heel hoping existing trail satire streets achieve
4871,NOT_SARCASM,believe actually solve Please stop empty promises huge continue service anymore #badcustomerservice
4872,NOT_SARCASM,reply swiggy It's pathetic don't care swiggy super customer #swiggysucks
4873,NOT_SARCASM,it's impeachment he's impeached logic argument criminals given pass crimes family did good works church course cult member facts grammar bounce
4874,NOT_SARCASM,Aww ... blocking spree didn't way conversation going
4875,NOT_SARCASM,Ahh DEFLECTING Scientific Proven FACTS 7C colder Winter tires Scientifically Proven Safer RECORD speaking PROVEN SAFETY figure IGNORANCE Writing read
4876,NOT_SARCASM,work healthcare mix people misuse ER wide spectrum It's access issue I've drop kids daycare party it's doctors staff deal
4877,NOT_SARCASM,right .. You're clearly intelligent human .. trace intelligence news outlet Trumptard say
4878,NOT_SARCASM,Says guy wants short sound bit ad's completely context substantiated actively trying push essentially fake news push narrative #LOSER I'm proud
4879,NOT_SARCASM,Point Top Head ... You're Welcome Congratulations LOL #Resist #Liberal
4880,NOT_SARCASM,turkey sandwiches reason went
4881,NOT_SARCASM,true TiVo great product watched TV did ( 3 VCRs & 15 tapes ) people reason change way watched TV Eventually cable sat provider's DVR good TiVo made living room fun
4882,NOT_SARCASM,Agree spirit couldn't happening lifetime retiring ridiculous property taxes weather pushed move Sadly corrupt Rep Govs hurt Madigan stranglehold broken Rep party rebuilt State run money change succeed
4883,NOT_SARCASM,that's lot assumptions totally wrong grievances else's fault personal responsibility
4884,NOT_SARCASM,make sense ( Shocking ) proverbial goalposts right they've : firmly grounded ☆ reality ☆ problem reading comprehension concerns simpletons part ... #literacy #criticalthinking
4885,NOT_SARCASM,True #TrumpsAmerikkka outta way prove they're uncouth think it's funny Honey boo boo mentality ...
4886,NOT_SARCASM,make sense reviewed prior tweets suddenly makes sense world
4887,NOT_SARCASM,Yea trigger Knitting calm dear
4888,NOT_SARCASM,Don't worry Agent Orange fever dream pass perp walk matching Oranges jump suit Oh btw did stack paperwork Managers dropped #MoscowMitch documents mentioned #levparnasinterview pile
4889,NOT_SARCASM,conclusion yes understanding JRRT based completely shallow & superficial reading letters based deep desire hate
4890,NOT_SARCASM,elected official I'm going assume slightly informed believe feigning ignorance perpetuate lie
4891,NOT_SARCASM,it's way attract nina pay attention
4892,NOT_SARCASM,ProTip California elect 2016 Trump won 30 states & 3084 counties Clinton 57 counties obviously new s elections work misinformed 2020 looking win 40 states 2020
4893,NOT_SARCASM,Sarcasm ugliest don't try promote monogamy hating fix STD pill change culture fuels
4894,NOT_SARCASM,appreciate you're Warren supporter aren't disappointed path chosen damaging Warren campaign Sanders campaign winner Trump
4895,NOT_SARCASM,racism wrong left wing politics essentially caring looking expend effort apparently criticise 1 party scant evidence pointing telling loser persecuted
4896,NOT_SARCASM,Sad white majority Dems color skin edge game completely Dr Kings teachings vision people today blind democrats voted black rights back
4897,NOT_SARCASM,disaster levels Apparently Nationwide problem #bankruptcy
4898,NOT_SARCASM,Doc Meacham Heart Broken Morning Porn Lawyer Savior Republic Michael Avenatti Jailed Pre-Trial Release Agreement Violations #Resist #Liberal
4899,NOT_SARCASM,know roleplays dream fulfilled
4900,NOT_SARCASM,voted Obama Trump Dafuq left bubble live Name actual crime ... I'll wait ... He's best guys won't give break ounce credit fights stuck w Obama turned droner chief
4901,NOT_SARCASM,Miserable people scrutinize Try self reflection identify issues you'll time point else's Work happy won't find THRIVING else's shortcomings
4902,NOT_SARCASM,^ ^ ^ believes Dear Leader says hasn't read newspaper years low information voter #educationalreformrequired
4903,NOT_SARCASM,BS justify til end time brains buying hype #pathetic &
4904,NOT_SARCASM,didn't bother read Mueller report did Barr falsely exonerated beloved cult leader Read Mueller report don't propagate lie Educate read report shut You'll believe truth
4905,NOT_SARCASM,step ladder common prostitute
4906,NOT_SARCASM,It's funny crave Twitter interaction don't agree
4907,NOT_SARCASM,thought possibly you're brighter ones ... quelle surprise ignorant rest #Cult45 purposely engaging misinformation machine
4908,NOT_SARCASM,don't recall attacking Disagreeing someone's point view attacking I've read Lyle attacking I've read vile attacks
4909,NOT_SARCASM,You're tweet action sense duty type position tweet Sounds 45 Prove wrong ... better impress won't
4910,NOT_SARCASM,Lucasfilm introduced theme Stormtroopers people Finn Janna lacked empathy despite fighting names hope love ...
4911,NOT_SARCASM,add insult injury nearly missed train home ( 17.50 Lowestoft ) changed platforms minutes spare didn't make announcement I'll getting train Norwich Saturday
4912,NOT_SARCASM,Censor ssd trying face fake speak cashing check lol #bot #liar
4913,NOT_SARCASM,mental health help assist heard female suicided met lovely lady facing bare way #greatloss #rip
4914,NOT_SARCASM,majority houses Lagos returned Ministry Lagos collected rents resident Ndigbo properties given war pls research Igbo man house seized Zaria Borno state curiously taken PH
4915,NOT_SARCASM,#thoughtsandprayers Dude gotten dunked times thread
4916,NOT_SARCASM,proud immigrant community serious illegals proud legal immigrants
